,Id_Customer,Y,Customer_Type,BirthDate,Customer_Open_Date,P_Client,Educational_Level,Marital_Status,Number_Of_Dependant,Years_At_Residence,Net_Annual_Income,Years_At_Business,Prod_Sub_Category,Prod_Decision_Date,Source,Type_Of_Residence,Nb_Of_Products,Prod_Closed_Date,Prod_Category
800,4775,1,Existing Client,1987-06-03,2011-10-31,NP_Client,University,Married,0.0,15,30.0,3.0,C,2011-11-22,Sales,Old rent,1,2012-11-29,L
803,5091,0,Non Existing Client,1984-01-11,2011-10-26,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-11-29,Sales,Owned,1,2013-04-30,B
807,3089,0,Non Existing Client,1983-09-28,2011-08-25,NP_Client,University,Single,0.0,20,36.0,1.0,C,2011-09-27,Branch,Owned,1,2012-03-12,B
813,703,1,Existing Client,1983-01-03,2011-05-18,NP_Client,University,Married,0.0,1,36.0,2.0,C,2011-06-26,Branch,Old rent,2,2012-11-01,L
819,456,0,Non Existing Client,1983-10-22,2011-05-25,NP_Client,University,Single,0.0,15,30.0,1.0,C,2011-05-29,Branch,Parents,1,2012-03-18,B
827,425,0,Non Existing Client,1989-08-07,2011-05-22,NP_Client,University,Single,0.0,1,18.0,1.0,C,2011-05-23,Sales,Owned,1,2013-07-04,B
828,2528,0,Non Existing Client,1966-03-07,2011-08-17,NP_Client,Master/PhD,Married,3.0,11,36.0,1.0,C,2011-08-18,Branch,Owned,2,2012-05-24,B
830,5016,0,Non Existing Client,1988-09-28,2011-11-21,NP_Client,University,Single,0.0,23,18.0,1.0,C,2011-11-22,Sales,Owned,1,2013-05-26,B
831,5405,0,Non Existing Client,1974-02-21,2011-11-24,NP_Client,University,Married,2.0,10,36.0,3.0,C,2011-11-29,Sales,Owned,1,2013-05-30,B
834,6583,1,Non Existing Client,1979-11-10,2011-12-28,NP_Client,University,Married,0.0,5,60.0,2.0,C,2012-01-18,Branch,Owned,1,2012-10-31,B
838,1082,1,Non Existing Client,1967-04-18,2011-06-16,NP_Client,University,Married,2.0,20,69.0,2.0,G,2011-06-16,Branch,Owned,1,2012-02-29,K
846,5622,1,Non Existing Client,1989-09-23,2011-06-12,NP_Client,University,Single,0.0,5,35.0,1.0,C,2011-11-12,Sales,New rent,1,2012-12-31,B
847,168,0,Existing Client,1964-04-17,2011-04-26,NP_Client,University,Married,4.0,10,42.0,3.0,C,2011-09-05,Sales,Owned,1,2013-05-23,L
848,2153,0,Existing Client,1987-12-14,2011-06-28,NP_Client,University,Single,0.0,10,36.0,1.0,C,2011-01-08,Branch,Owned,2,2012-03-04,A
854,4235,1,Non Existing Client,1968-04-01,2011-10-10,NP_Client,Master/PhD,Married,1.0,1,20.0,1.0,C,2011-12-10,Sales,Owned,1,2012-07-31,M
855,4911,0,Non Existing Client,1984-01-08,2011-10-11,NP_Client,University,Married,2.0,3,3.48,0.0,C,2011-11-16,Branch,New rent,1,2013-05-27,B
856,645,0,Existing Client,1983-08-08,2010-09-22,NP_Client,University,Married,0.0,20,24.0,1.0,C,2011-05-06,Sales,Old rent,1,2013-05-30,L
874,6801,1,Non Existing Client,1989-05-07,2011-12-27,NP_Client,University,Single,0.0,15,30.0,1.0,C,2012-01-23,Sales,Owned,1,2012-12-31,B
884,9098,1,Non Existing Client,1967-03-13,2012-03-28,NP_Client,University,Married,0.0,22,18.0,2.0,C,2012-03-29,Sales,Owned,1,2012-11-29,B
888,4528,0,Existing Client,1979-05-31,2006-11-29,NP_Client,University,Single,0.0,3,50.0,5.0,C,2011-11-23,Branch,Owned,2,2012-10-27,J
890,2897,0,Existing Client,1975-05-01,2010-07-20,NP_Client,University,Single,0.0,1,36.0,1.0,C,2011-09-28,Sales,Owned,1,2012-12-08,B
896,6926,0,Existing Client,1971-08-12,2004-01-12,P_Client,University,Married,0.0,10,36.0,3.0,C,2012-01-02,Sales,Owned,1,2013-05-16,B
897,1957,0,Non Existing Client,1951-10-31,2011-07-31,NP_Client,Master/PhD,Married,0.0,15,20.0,1.0,C,2011-09-08,Sales,Owned,2,2012-11-11,C
899,4494,0,Non Existing Client,1951-04-13,2011-09-28,NP_Client,University,Married,2.0,26,20.0,23.0,C,2011-09-29,Sales,Owned,1,2012-12-24,B
901,1100,0,Non Existing Client,1960-05-08,2011-06-27,NP_Client,University,Married,3.0,15,20.0,1.0,C,2011-06-28,Branch,Owned,2,2012-08-04,B
909,250,1,Non Existing Client,1986-07-12,2011-03-05,NP_Client,University,Married,0.0,0,62.16,4.0,G,2011-08-05,Branch,Parents,1,2012-07-31,K
912,1359,1,Existing Client,1976-07-19,2011-06-22,NP_Client,University,Married,2.0,5,48.0,9.0,C,2011-07-14,Sales,Old rent,1,2012-10-31,L
914,3905,0,Non Existing Client,1967-04-06,2011-09-25,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-09-28,Sales,Owned,1,2012-01-10,B
916,8771,0,Non Existing Client,1950-01-09,2012-01-03,NP_Client,University,Married,3.0,10,36.0,3.0,C,2012-04-03,Sales,Owned,1,2013-05-30,B
919,3022,0,Existing Client,1974-09-24,2011-08-28,NP_Client,Master/PhD,Married,2.0,5,36.0,6.0,G,2011-09-14,Branch,Owned,1,2013-05-30,C
922,9347,1,Non Existing Client,1979-08-09,2012-10-04,NP_Client,University,Married,0.0,30,29.0,11.0,C,2012-12-04,Sales,Owned,1,2013-05-30,B
923,5357,0,Non Existing Client,1971-05-12,2011-11-22,NP_Client,University,Married,2.0,10,25.0,1.0,C,2011-11-30,Sales,Owned,1,2012-09-26,D
925,569,0,Existing Client,1984-06-20,2009-01-22,P_Client,University,Single,0.0,27,33.6,2.0,C,2011-07-06,Branch,Owned,2,2012-02-27,G
928,6325,0,Non Existing Client,1990-07-26,2012-03-01,NP_Client,University,Single,0.0,1,25.0,1.0,C,2012-04-01,Sales,Owned,2,2013-09-02,B
934,3729,0,Existing Client,1984-01-04,2009-08-10,P_Client,University,Single,0.0,27,64.96,1.0,C,2011-08-09,Branch,Parents,2,2012-06-08,H
938,314,0,Existing Client,1975-03-22,2011-05-16,NP_Client,University,Married,4.0,1,74.4,2.0,C,2011-05-24,Sales,New rent,1,2013-05-30,L
943,9495,0,Non Existing Client,1969-03-24,2012-04-22,NP_Client,University,Married,0.0,10,36.0,1.0,C,2012-04-23,Sales,Owned,2,2013-03-26,B
945,9521,0,Non Existing Client,1965-02-15,2012-04-23,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-04-24,Sales,Owned,1,2013-05-19,B
949,7804,1,Existing Client,1962-06-28,2005-10-16,NP_Client,Master/PhD,Married,2.0,25,420.0,24.0,G,2012-04-03,Branch,Owned,1,2013-04-30,C
954,7327,1,Existing Client,1982-12-18,2012-08-02,NP_Client,University,Married,1.0,1,42.0,10.0,C,2012-02-27,Sales,Owned,1,2013-03-31,L
962,3042,0,Non Existing Client,1957-03-26,2011-08-27,NP_Client,University,Married,2.0,10,18.0,2.0,C,2011-08-28,Sales,Old rent,1,2012-11-29,B
966,3955,1,Non Existing Client,1987-02-13,2011-09-27,NP_Client,University,Single,0.0,2,20.0,1.0,C,2011-02-10,Sales,Owned,1,2012-10-31,D
969,2999,0,Existing Client,1959-03-24,2011-08-22,NP_Client,University,Married,0.0,15,82.66799999999999,1.0,C,2011-09-20,Sales,Owned,1,2012-04-09,L
971,8989,1,Existing Client,1980-01-20,2011-10-18,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-04-23,Sales,Owned,1,2012-11-29,B
972,1019,1,Non Existing Client,1981-09-28,2011-06-19,NP_Client,University,Married,0.0,25,36.0,3.0,C,2011-06-21,Sales,Old rent,1,2012-05-31,B
983,1237,0,Existing Client,1947-10-13,2009-11-03,NP_Client,Master/PhD,Married,3.0,1,20.0,1.0,C,2011-07-07,Sales,Owned,2,2013-10-03,B
990,33,0,Existing Client,1978-08-26,2007-01-28,P_Client,University,Married,1.0,15,40.0,1.0,C,2011-05-18,Sales,Owned,2,2012-12-30,D
996,1981,0,Existing Client,1990-05-02,2009-01-09,P_Client,University,Single,0.0,20,60.0,1.0,C,2011-08-25,Branch,Owned,2,2012-06-20,B
1007,536,0,Existing Client,1960-03-29,2007-12-23,NP_Client,University,Married,2.0,13,36.0,1.0,C,2011-07-06,Branch,Owned,1,2012-05-04,B
1008,8733,0,Non Existing Client,1981-01-29,2012-03-26,NP_Client,University,Married,0.0,10,36.0,1.0,C,2012-03-27,Sales,Owned,1,2013-05-30,B
1009,2099,1,Existing Client,1977-12-08,2011-02-22,NP_Client,University,Married,0.0,7,36.0,1.0,C,2011-02-08,Sales,Owned,1,2012-05-31,B
1014,1644,0,Non Existing Client,1952-09-12,2011-07-19,NP_Client,University,Married,0.0,16,20.0,1.0,C,2011-07-21,Sales,Owned,1,2012-02-14,D
1016,831,0,Non Existing Client,1959-01-10,2011-06-06,NP_Client,University,Married,2.0,15,30.0,1.0,C,2011-08-06,Branch,Owned,3,2012-04-26,B
1026,1623,0,Non Existing Client,1976-02-04,2011-07-14,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-07-21,Sales,Owned,2,2012-10-29,D
1034,1643,0,Non Existing Client,1950-11-28,2011-07-14,NP_Client,University,Married,3.0,40,36.0,1.0,C,2011-07-26,Branch,Old rent,2,2012-04-30,B
1035,2295,0,Non Existing Client,1987-04-15,2011-01-08,NP_Client,University,Single,0.0,24,56.784,1.0,C,2011-02-08,Branch,Owned,2,2012-11-18,B
1036,7082,1,Existing Client,1968-07-12,2010-12-15,NP_Client,University,Married,2.0,4,70.0,3.0,C,2012-07-02,Branch,Owned,1,2012-12-13,L
1037,5522,1,Non Existing Client,1976-09-20,2011-05-12,NP_Client,University,Married,0.0,1,25.0,1.0,C,2011-06-12,Sales,Owned,1,2012-11-11,B
1044,698,0,Non Existing Client,1986-06-09,2011-05-31,NP_Client,University,Single,0.0,24,24.0,2.0,C,2011-01-06,Branch,Owned,1,2013-03-04,D
1045,3046,0,Non Existing Client,1961-08-12,2011-08-18,NP_Client,University,Single,0.0,15,124.8,1.0,C,2011-08-29,Branch,Owned,2,2012-06-14,K
1050,6044,0,Existing Client,1960-05-08,2009-06-07,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-03-01,Sales,Owned,1,2012-12-24,B
1058,8664,1,Non Existing Client,1954-12-22,2012-03-22,NP_Client,University,Divorced,0.0,15,36.0,1.0,C,2012-03-25,Sales,Owned,1,2012-09-30,D
1062,4935,0,Non Existing Client,1968-12-03,2011-11-14,NP_Client,Master/PhD,Married,1.0,11,18.0,2.0,C,2011-11-25,Sales,Owned,2,2012-05-12,D
1064,1090,0,Non Existing Client,1975-08-21,2011-06-22,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-06-27,Sales,Owned,2,2013-03-31,D
1065,1812,0,Existing Client,1988-02-04,1993-01-07,NP_Client,University,Single,0.0,23,20.0,1.0,C,2011-07-13,Sales,Owned,2,2013-10-01,B
1070,4275,1,Non Existing Client,1958-12-03,2011-10-19,NP_Client,University,Married,0.0,50,36.0,50.0,C,2011-10-20,Sales,Owned,1,2012-05-31,B
1074,8149,0,Non Existing Client,1960-12-29,2012-02-22,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-01-03,Sales,Owned,1,2013-02-06,D
1088,8257,0,Non Existing Client,1952-03-20,2012-04-03,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-05-03,Sales,Owned,1,2013-05-30,B
1091,7705,0,Non Existing Client,1979-06-25,2012-02-26,NP_Client,University,Married,0.0,3,36.0,3.0,C,2012-02-27,Sales,Owned,1,2013-05-30,B
1094,2357,0,Non Existing Client,1973-09-09,2011-07-08,NP_Client,University,Married,0.0,20,18.0,2.0,C,2011-08-08,Branch,Owned,2,2012-08-04,B
1100,7307,1,Existing Client,1977-01-22,2012-08-02,NP_Client,University,Married,0.0,10,25.0,1.0,C,2012-02-23,Sales,Owned,1,2012-10-31,B
1104,7827,0,Existing Client,1982-09-30,2006-10-15,NP_Client,University,Single,0.0,29,195.0,0.0,G,2012-02-29,Branch,Owned,1,2013-05-28,J
1105,1397,0,Non Existing Client,1969-11-13,2011-04-07,NP_Client,University,Married,5.0,1,36.0,1.0,C,2011-05-07,Branch,Owned,1,2012-05-07,B
1131,3624,0,Existing Client,1952-11-28,2007-12-08,P_Client,University,Married,1.0,15,57.6,10.0,C,2011-10-25,Branch,Old rent,2,2012-12-12,K
1137,1651,0,Non Existing Client,1947-07-19,2011-07-18,NP_Client,University,Married,2.0,15,30.0,1.0,C,2011-07-21,Sales,Owned,1,2013-01-30,B
1139,1516,0,Non Existing Client,1973-01-01,2011-07-14,NP_Client,University,Married,2.0,10,36.0,1.0,C,2011-07-17,Sales,Owned,2,2013-04-04,B
1141,9177,0,Non Existing Client,1971-03-16,2012-02-04,NP_Client,University,Married,3.0,22,158.0,2.0,C,2012-03-04,Sales,Owned,1,2013-03-13,D
1142,2943,0,Existing Client,1969-09-22,2011-02-01,NP_Client,University,Married,0.0,30,50.0,20.0,C,2011-09-21,Sales,Owned,1,2013-05-30,B
1143,7552,1,Non Existing Client,1987-09-08,2012-02-16,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-02-19,Sales,Owned,1,2013-03-31,B
1144,7209,1,Non Existing Client,1986-08-08,2011-12-25,NP_Client,University,Single,0.0,8,25.0,1.0,C,2012-01-26,Sales,Owned,1,2013-04-30,K
1147,5863,0,Non Existing Client,1983-07-25,2011-12-18,NP_Client,University,Married,1.0,2,25.0,1.0,C,2011-12-22,Sales,Parents,1,2013-05-30,B
1151,5741,1,Non Existing Client,1981-09-18,2011-12-12,NP_Client,University,Married,1.0,2,18.0,2.0,C,2011-12-14,Sales,Owned,1,2013-11-04,B
1154,5930,0,Existing Client,1975-03-03,2006-02-07,NP_Client,University,Married,2.0,25,62.4,0.0,G,2011-05-12,Branch,Old rent,1,2013-04-05,J
1156,8220,0,Non Existing Client,1976-08-22,2012-01-03,NP_Client,University,Married,2.0,6,12.0,10.0,C,2012-12-03,Branch,Owned,1,2012-11-14,D
1157,67,0,Existing Client,1957-12-09,2009-02-26,NP_Client,University,Single,0.0,4,18.0,12.0,C,2011-10-05,Branch,Old rent,2,2012-08-04,B
1159,2010,1,Existing Client,1978-08-13,2010-06-05,P_Client,University,Married,0.0,15,24.816,1.0,C,2011-08-16,Sales,Owned,1,2012-09-30,L
1161,608,0,Existing Client,1985-12-17,2009-06-15,NP_Client,University,Single,0.0,10,36.0,2.0,C,2011-06-06,Branch,Owned,1,2013-05-30,H
1162,159,0,Existing Client,1955-12-09,2011-03-13,NP_Client,Master/PhD,Married,3.0,30,36.0,1.0,C,2011-05-15,Sales,Old rent,2,2012-09-24,B
1170,7686,0,Non Existing Client,1975-11-23,2012-02-20,NP_Client,University,Married,0.0,10,28.0,2.0,C,2012-02-26,Branch,Owned,1,2013-05-30,K
1173,8064,1,Existing Client,1976-04-14,2012-12-02,NP_Client,University,Married,0.0,20,51.6,10.0,C,2012-03-15,Sales,Owned,1,2013-06-02,L
1178,2859,0,Non Existing Client,1980-03-12,2011-07-09,NP_Client,University,Single,0.0,6,22.0,2.0,C,2011-09-15,Branch,Owned,1,2013-05-30,B
1183,6823,1,Non Existing Client,1981-01-10,2012-01-23,NP_Client,University,Single,0.0,10,36.0,3.0,C,2012-01-24,Sales,Owned,1,2012-09-25,C
1185,2199,0,Non Existing Client,1982-04-16,2011-07-17,NP_Client,University,Married,1.0,28,36.0,3.0,C,2011-01-08,Sales,Owned,1,2013-05-26,B
1189,5483,1,Non Existing Client,1981-04-19,2011-01-12,NP_Client,University,Married,3.0,7,25.0,1.0,C,2011-04-12,Sales,Owned,1,2012-10-31,B
1190,9023,0,Existing Client,1954-08-20,2012-03-13,NP_Client,University,Married,4.0,8,24.0,32.0,G,2012-05-04,Branch,Owned,2,2013-06-02,C
1191,751,1,Non Existing Client,1986-05-27,2011-05-30,NP_Client,University,Single,0.0,0,30.0,1.0,C,2011-01-06,Branch,Parents,1,2012-07-31,K
1192,654,0,Existing Client,1984-12-02,2010-01-11,NP_Client,University,Married,0.0,16,58.8,6.0,C,2011-05-30,Branch,Parents,1,2013-01-13,K
1194,1169,0,Existing Client,1976-10-05,2004-09-12,NP_Client,University,Single,0.0,26,25.2,1.0,C,2011-07-14,Branch,Old rent,2,2012-04-18,L
1196,4188,0,Non Existing Client,1957-10-28,2011-10-16,NP_Client,University,Married,0.0,10,50.0,10.0,C,2011-10-17,Branch,Owned,3,2012-11-06,D
1199,1521,0,Non Existing Client,1978-03-11,2011-05-07,NP_Client,University,Married,0.0,10,18.0,2.0,C,2011-07-17,Sales,Owned,1,2012-11-29,B
1206,1576,0,Non Existing Client,1958-03-01,2011-07-17,NP_Client,Master/PhD,Married,0.0,15,21.0,1.0,C,2011-07-19,Sales,Owned,2,2012-09-16,B
1208,3090,0,Non Existing Client,1976-07-23,2011-05-09,NP_Client,University,Married,3.0,25,20.0,1.0,C,2011-07-09,Sales,Owned,1,2012-08-02,B
1209,6054,0,Existing Client,1956-02-09,2009-09-12,NP_Client,Master/PhD,Married,3.0,24,25.0,1.0,P,2012-01-29,Sales,Owned,2,2013-03-24,C
1212,4514,0,Existing Client,1978-09-04,2005-08-12,NP_Client,University,Married,3.0,3,80.0,3.0,C,2011-11-13,Branch,Owned,2,2013-03-01,D
1215,1378,1,Existing Client,1976-06-12,2011-04-07,NP_Client,University,Married,2.0,15,70.2,1.0,C,2011-07-25,Sales,Owned,1,2012-11-29,L
1231,4767,1,Non Existing Client,1967-08-14,2011-09-10,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-10-27,Sales,Owned,1,2012-06-28,M
1232,7167,0,Non Existing Client,1989-04-02,2012-12-01,NP_Client,University,Single,0.0,5,25.8,1.0,C,2012-01-02,Branch,Parents,2,2013-02-25,B
1234,1914,1,Existing Client,1951-01-22,2008-05-06,NP_Client,University,Married,2.0,32,20.0,1.0,C,2011-11-08,Sales,Old rent,1,2012-07-31,B
1236,6478,1,Non Existing Client,1989-05-25,2012-05-01,NP_Client,University,Single,0.0,13,25.0,1.0,C,2012-10-01,Sales,Old rent,1,2012-11-29,B
1257,1377,0,Non Existing Client,1986-04-20,2011-06-29,NP_Client,Master/PhD,Single,0.0,10,50.0,1.0,C,2011-03-07,Branch,Parents,1,2012-08-30,K
1267,8035,0,Existing Client,1958-12-22,2011-10-17,NP_Client,University,Married,1.0,15,1000.0,5.0,P,2012-03-21,Branch,Owned,2,2013-01-27,E
1269,6296,0,Non Existing Client,1983-08-12,2011-12-20,NP_Client,University,Single,0.0,11,36.0,3.0,C,2012-03-01,Sales,Owned,1,2013-02-27,B
1271,1299,0,Non Existing Client,1974-09-21,2011-07-19,NP_Client,University,Married,1.0,1,24.0,1.0,C,2011-07-25,Sales,Owned,2,2013-06-01,L
1272,841,1,Non Existing Client,1989-01-26,2011-09-06,NP_Client,University,Single,0.0,10,18.0,1.0,C,2011-12-06,Sales,Parents,1,2012-08-15,B
1273,2424,1,Non Existing Client,1987-03-27,2011-07-08,NP_Client,University,Single,0.0,1,36.0,1.0,C,2011-11-08,Branch,Old rent,1,2012-03-29,B
1280,1174,0,Existing Client,1968-01-12,2005-06-29,NP_Client,University,Married,0.0,10,36.0,1.0,C,2011-07-27,Sales,Owned,2,2012-05-11,B
1284,2347,0,Non Existing Client,1958-07-10,2011-07-08,NP_Client,University,Married,0.0,20,18.0,2.0,C,2011-08-08,Sales,Owned,1,2013-04-22,D
1292,8652,0,Non Existing Client,1980-06-01,2012-03-21,NP_Client,University,Married,2.0,4,30.0,7.0,C,2012-03-22,Branch,Parents,1,2012-12-11,B
1295,1004,0,Non Existing Client,1987-04-10,2011-06-13,NP_Client,University,Single,0.0,24,18.0,1.0,C,2011-06-20,Sales,Owned,1,2012-06-09,B
1296,7103,0,Existing Client,1976-01-01,2011-10-07,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-01-29,Sales,Owned,2,2013-02-25,B
1303,3870,1,Existing Client,1983-08-25,2011-09-25,NP_Client,University,Single,0.0,8,38.532,2.0,C,2011-10-13,Sales,Owned,1,2013-02-28,L
1304,3550,0,Existing Client,1960-02-15,2003-08-25,NP_Client,University,Married,0.0,15,96.0,1.0,G,2011-09-22,Branch,Owned,2,2012-05-21,L
1307,1373,0,Existing Client,1962-01-24,2011-06-30,NP_Client,University,Married,3.0,22,36.0,22.0,C,2011-07-27,Sales,Old rent,1,2012-10-24,B
1311,4432,0,Non Existing Client,1964-12-15,2011-10-23,NP_Client,University,Married,2.0,15,200.0,1.0,C,2011-10-27,Sales,Owned,2,2013-04-02,B
1313,3655,0,Existing Client,1986-09-06,2008-02-07,NP_Client,University,Married,0.0,10,20.0,1.0,C,2011-10-19,Sales,Owned,2,2013-03-25,B
1314,430,0,Non Existing Client,1983-08-24,2011-04-14,NP_Client,Master/PhD,Married,0.0,1,18.0,3.0,C,2011-05-23,Branch,Owned,1,2012-02-01,B
1324,4499,0,Existing Client,1947-02-18,1994-09-15,P_Client,University,Married,0.0,10,36.0,3.0,C,2011-10-25,Sales,Owned,2,2013-03-26,B
1325,4102,0,Non Existing Client,1989-04-09,2011-02-10,NP_Client,University,Single,0.0,6,18.0,3.0,C,2011-11-10,Sales,New rent,1,2013-05-30,B
1332,4934,0,Existing Client,1968-10-12,2011-11-15,NP_Client,University,Married,2.0,20,111.99600000000001,16.0,G,2011-11-21,Branch,Owned,2,2013-01-14,B
1344,7385,0,Non Existing Client,1957-06-18,2012-09-02,NP_Client,University,Married,0.0,8,25.0,1.0,C,2012-12-02,Sales,Owned,2,2013-04-16,B
1353,1547,0,Non Existing Client,1981-01-03,2011-07-13,NP_Client,University,Married,0.0,7,36.0,1.0,C,2011-07-18,Sales,Owned,1,2012-10-07,B
1355,2169,1,Existing Client,1973-08-25,2011-11-07,NP_Client,University,Married,4.0,9,138.0,1.0,C,2011-11-08,Sales,Old rent,1,2012-12-31,L
1356,6963,0,Existing Client,1971-01-09,2007-05-29,NP_Client,University,Married,0.0,1,25.0,1.0,C,2012-01-02,Sales,Owned,1,2012-09-17,B
1363,975,0,Non Existing Client,1983-04-02,2011-06-19,NP_Client,University,Married,0.0,5,20.0,1.0,C,2011-06-20,Branch,Owned,1,2012-05-16,B
1366,5354,0,Non Existing Client,1986-11-18,2011-11-21,NP_Client,University,Married,0.0,6,20.4,1.0,C,2011-07-12,Branch,Owned,2,2013-03-02,D
1377,6038,0,Existing Client,1978-07-15,2009-05-17,NP_Client,University,Married,3.0,15,36.0,15.0,C,2012-01-15,Sales,Owned,1,2013-05-17,B
1380,3409,0,Non Existing Client,1970-01-06,2011-09-15,NP_Client,University,Married,0.0,15,50.0,1.0,C,2011-09-21,Sales,Owned,1,2013-05-30,B
1392,2093,0,Existing Client,1976-07-15,2011-01-26,P_Client,Master/PhD,Single,0.0,10,147.0,0.0,G,2011-08-22,Branch,Parents,1,2013-04-30,G
1395,7358,0,Non Existing Client,1961-04-11,2012-08-02,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-09-02,Sales,Owned,1,2013-04-22,B
1396,2440,1,Existing Client,1965-08-11,2011-08-15,NP_Client,University,Married,3.0,11,30.0,2.0,C,2011-08-24,Sales,Owned,1,2012-04-30,L
1397,2488,0,Non Existing Client,1982-06-08,2011-08-14,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-08-16,Sales,Owned,2,2013-03-26,B
1401,5289,0,Existing Client,1986-06-10,2011-07-08,P_Client,University,Single,0.0,10,24.0,11.0,C,2011-11-12,Branch,Parents,1,2013-05-30,B
1407,3148,1,Non Existing Client,1967-06-20,2011-11-09,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-12-09,Sales,Owned,1,2013-02-28,B
1411,5466,0,Non Existing Client,1987-07-21,2011-11-22,NP_Client,University,Single,0.0,3,27.54,2.0,C,2011-01-12,Branch,Owned,2,2013-05-30,K
1412,7676,0,Existing Client,1969-06-02,2012-02-26,NP_Client,University,Married,0.0,30,18.0,2.0,C,2012-02-27,Sales,Owned,1,2013-05-30,B
1419,7056,0,Existing Client,1966-07-12,2010-04-29,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-02-26,Sales,Owned,1,2012-08-25,B
1429,19,0,Existing Client,1958-11-20,2006-02-23,NP_Client,University,Married,0.0,20,36.0,6.0,C,2011-05-23,Sales,Owned,1,2013-05-30,B
1430,3882,0,Existing Client,1968-01-02,2011-09-28,NP_Client,University,Married,3.0,10,36.0,1.0,C,2011-11-10,Sales,Owned,1,2013-02-04,B
1433,169,0,Existing Client,1974-03-21,2011-04-26,NP_Client,University,Married,3.0,40,19.272000000000002,4.0,C,2011-05-23,Sales,Owned,2,2012-12-30,L
1450,6286,0,Non Existing Client,1987-03-16,2011-12-22,NP_Client,University,Single,0.0,10,36.0,3.0,C,2012-04-01,Sales,Owned,1,2013-09-01,B
1456,2389,1,Non Existing Client,1978-03-01,2011-07-20,NP_Client,University,Married,2.0,10,20.0,1.0,C,2011-10-08,Branch,Owned,1,2012-04-30,B
1457,5607,1,Non Existing Client,1958-07-26,2011-07-12,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-12-14,Sales,Owned,1,2012-06-28,B
1466,1335,1,Existing Client,1973-07-28,2011-12-05,NP_Client,University,Married,2.0,15,27.6,4.0,C,2011-07-21,Branch,Old rent,1,2012-10-31,L
1468,4593,0,Existing Client,1968-09-04,2009-04-11,NP_Client,University,Married,0.0,1,20.0,1.0,C,2011-11-14,Sales,Owned,1,2012-07-15,B
1489,4730,0,Existing Client,1963-01-12,2011-10-26,NP_Client,University,Married,0.0,10,36.0,3.0,G,2011-11-14,Sales,Owned,1,2013-05-20,C
1497,438,0,Non Existing Client,1971-06-12,2011-05-24,NP_Client,University,Married,2.0,10,36.0,10.0,C,2011-05-25,Sales,Owned,2,2013-07-04,B
1498,3268,0,Non Existing Client,1983-07-01,2011-09-19,NP_Client,University,Married,0.0,4,18.0,2.0,C,2011-09-19,Sales,Owned,1,2011-11-14,B
1500,992,0,Non Existing Client,1966-10-08,2011-06-27,NP_Client,University,Married,3.0,2,97.0,2.0,G,2011-06-29,Branch,Owned,2,2012-05-06,K
1501,4383,0,Non Existing Client,1976-06-18,2011-10-23,NP_Client,University,Married,0.0,10,18.0,2.0,C,2011-10-25,Sales,Owned,1,2013-02-21,D
